index,Unnamed: 0,content,entity,true_score,new_score,raw_score
19764,786,乘用车销量的大幅下滑，也导致江淮汽车利润出现下跌,江淮汽车,-1,-1,-1
19768,787,以年报预告盈利上限来看，共有22家上市公司预计2017年净利润同比增幅达到或超过100%，比如机构数调研数量最多的贝瑞基因则因完成重组而致使净利润大增，预计净利润全年最高同比增长超631%,贝瑞基因,1,-1,-1
19802,788,按照一季度末的持股数量和这段时间京汉股份的股价变动，4月1日以来截至4月17日，成泉资本旗下3产品因持有京汉股份而浮盈2.68亿元,京汉股份,1,-1,-1
19804,789,成泉资本在退出京汉股份之后，二季度选择了大量新进次新股,京汉股份,-1,-1,-1
19811,790,在二季度，淡水泉旗下3只产品新进正海磁材，分别位列前十大流通股东的第4、5、10位，合计持有该股1931.83万股，按照二季度末的持股数量和7月份以来正海磁材的股价变动，7月份以来截至9月1日，淡水泉因新进持有正海磁材而浮盈6510.27万元,正海磁材,1,-1,-1
19819,791,数据显示，千合资本旗下2只产品在一季度末合计持有黑猫股份1200.01万股，在二季度末持股数量不变，按照二季度末的持股数量和7月份以来黑猫股份的股价变动，7月份以来截至9月1日，千合资本旗下2产品因持有黑猫股份而浮盈4824.04万元,黑猫股份,1,-1,-1
19848,792,今年来抗跌性较好的转债国泰君安证券转债王佳雯转债经历过供给冲击导致的估值调整，整体溢价率已经比较合理，这一波转债的行情一方面是正股的带动，特别是一些原来业绩有确定性的个券，以及板块行情带动；另一方面是估值的修复，特别是近期供给边际放缓,国泰君安,0,0,-1
19854,793,2017年12月19日下午，广州市天河区人民法院开庭审理燕塘乳业诉广州风行乳业股份有限公司（简称风行乳业）不正当竞争纠纷一案，要求风行乳业停止“纯牛奶”、“原味酸奶饮品”等产品对燕塘乳业知名商品的包装装潢侵权，赔偿经济损失100万元,燕塘乳业,-1,0,-1
19857,794,2017年12月19日下午，燕塘乳业诉风行乳业不正当竞争纠纷一案如期开庭,燕塘乳业,-1,0,-1
19905,795,*ST烯碳：暂停上市基本已成定局虽然*ST烯碳造假金额不足2000万，但还是未能逃脱监管层的法眼,ST烯碳,-1,-2,-1
19907,796,需要指出的是，在2015年实际亏损的情况下，*ST烯碳2014-2016年连续三年亏损，暂停上市基本已成定局,ST烯碳,-1,-1,-1
19926,797,山东墨龙的案子并不复杂，但是“吃相”十分难看,山东墨龙,-1,1,-1
19957,798,宜宾纸业7月以来累计下跌34.89%,宜宾纸业,-1,-1,-1
19958,799,值得注意的是，宜宾纸业半年报股东户数再度下降，最新股东户数已经不足4000户，为近年新低,宜宾纸业,-1,-1,-1
19960,800,受业绩拖累，硕贝德7月以来累计下跌29.32%，其上半年实现盈利789.31万元，比去年同期下降84.44%,硕贝德,-1,-1,-1
19970,801,不过，蓝思科技于2018年2月7日收到实际控制人周群飞女士、郑俊龙先生出具的书面承诺函：自愿将其直接及间接持有的蓝思科技首次公开发行前已发行股份限售期延长6个月，即解锁时间由原2018年3月18日延迟至2018年9月18日,蓝思科技,-1,-1,-1
19988,802,12月5日下午，浙江省食药监局回复媒体采访称：“通过我省违法广告监测系统，近几年我局没有监测到有关莎普爱思滴眼液的违法广告，也没有收到国家总局和外省移送我省的有关莎普爱思滴眼液的违法广告通报,莎普爱思,-1,-6,-1
19989,803,”但是记者在检索中发现，2012年11月，因涉嫌发布严重违法药品广告，长沙市药品流通行业协会接受媒体采访时曾透露，“莎普爱思”被勒令下架，暂停销售,莎普爱思,-1,-1,-1
20013,804,相较二季度，私募持有的木林森的股票数量变动不大，但总市值已经增加了6亿,木林森,1,-1,-1
20024,805,作为曾经创造了28个涨停板的“妖股”，自2015年3月在上市，股价最高曾达到148元/股的高价，如今暴风集团股价则长期在40元左右徘徊,暴风集团,-1,-1,-1
20045,806,'受乘用车销量下滑、低速电动车政策不明、新能源骗补受罚等多重因素的影响，力帆股份乘用车板块(以下简称“力帆汽车”)盈利能力有所下降,力帆股份,-1,-1,-1
20049,807,财务压力陡增“单从当前的报表数据来看，力帆股份的财务表现确实不算优秀，但每个企业的财务情况都与其自身的发展战略紧密相关，当前的财务压力对于力帆汽车可谓双刃剑,力帆股份,-1,-1,-1
20066,808,收入目标“空虚”在上述情况下，力帆股份2017年的业务目标为收入增长20%(22亿元),力帆股份,1,-1,-1
20095,809,质疑三聚环保部分重大合同背后客户实力存在疑问、部分合同执行进度与披露信息不符、一些客户的高管名字屡屡与三聚环保相关人员相同，以及依赖于控股股东与地方政府成立产业基金的订单等财务问题,三聚环保,-1,-1,-1
20108,810,”对于乐视网股价在去年的表现，贾跃亭表达了歉意，并表示，“股价每一次的下跌或者每一次公司遇到的困难，都是我们自我反省、自我修正、自我进化的过程,乐视网,-1,-1,-1
20116,811,据媒体报道，中兴通讯几位高管放弃自身利益，以自身的卸任换取美国商务部对中兴通讯解除出口限制,中兴通讯,-1,1,-1
20146,812,从被认为发布虚假广告到产品疗效遭到质疑，再到如今新型专利被宣告无效，莎普爱思的路越来越难走，甚至将面临被淘汰的风险,莎普爱思,-1,-1,-1
20148,813,对于陷入虚假宣传、夸大疗效宣传的莎普爱思来说，被淘汰的风险会更大一些,莎普爱思,-1,-1,-1
20202,814,如近期发生的渤海金控放弃收购华安财险，调降对于东吴人寿股权收购比例等,渤海金控,0,-1,-1
20224,815,然而事与愿违，接盘了PPTV的苏宁云商在财务上连连亏损,苏宁云商,-1,-1,-1
20265,816,不过，海航投资2016年的业绩表现似乎并不理想,海航投资,-1,-1,-1
20294,817,新华保险i相依的最高续保年龄最低，为65岁，乐活e生、平安i康保分别可续保至80岁和85岁，微医保重疾险的最高续保年龄可达到100岁,新华保险,0,-1,-1
20297,818,3月15日晚间，针对员工发文称遭遇强行辞退一事，当事人“有点自我”再度发文并澄清致歉，称文章中提到的蓝色光标大裁员和高层内斗等描述与事实不符，就这些内容向蓝色光标公司道歉,蓝色光标,1,-1,-1
20313,819,'（原标题：徐留平调任一汽集团4个月，一汽轿车自主业务销量陷入“停摆”）\n日前，全国乘联会公布了最新一期全国乘用车市场的销量数据，11月份销量为26,一汽轿车,-1,-1,-1
20318,820,一汽轿车奔腾品牌当前可以依赖的产品就只有奔腾X40这一款轿车,一汽轿车,-1,1,-1
20320,821,这是产品制造环节的问题，不是零部件的问题，许多比一汽轿车晚起来的自主品牌都不会在这上面犯错，一汽集团这几年能有什么进步基本就可想而知了,一汽轿车,-1,-1,-1
20361,822,达芙妮、星期六等女鞋集团在2016年均表现欠佳,星期六,-1,0,-1
20362,823,星期六营业收入和净利润也分别下滑9.64%和3.96%,星期六,-1,0,-1
20508,824,对此，中信银行房贷业务部门紧急安抚市场，明确表示此次是“对房抵个人经营贷的额度进行了适当的控制，个人住房政策未作调整，该项调整不会影响北京市居民及企业的正常购房需求,中信银行,0,-1,-1
20519,825,2018年格力电器董事会改选，董明珠能否连任面临诸多变数,格力电器,-1,-1,-1
20578,826,从此之后，贵州茅台的股价便开启小幅下滑走势,贵州茅台,-1,-1,-1
20584,827,但我个人判断，伴随着白酒销售旺季的到来以及一些避险资金进入类似于白酒这样目前处于高增长的板块中来避险情绪的上涨，贵州茅台继续冲击历史，刷出新高的可能性是非常之大,贵州茅台,1,0,-1
20608,828,记者查询抚顺特钢历年数据发现，从2012年钢铁行业进入下行周期开始，相较于其他钢铁企业，抚顺特钢的业绩表现并不算差,抚顺特钢,1,-1,-1
20610,829,此外，每日经济新闻记者梳理相关年报发现，在2012年没有存货跌价损失的抚顺特钢，自2013年至2016年间，该项损失连续上升，分别为896.78万元、1078.38万元、1234.19万元以及1821.22万元,抚顺特钢,-1,-1,-1
20680,830,7月末，方大炭素遭遇停牌核查，复牌后股价涨势明显收敛，8月至今总体呈现高位震荡走势,方大炭素,-1,-1,-1
20760,831,另有业内人士向《华夏时报》记者指出，虽然乐视网的市值已经从最高时的1800亿元市值缩水到当前的650亿元不到，但这样的市值仍远高于国内其他视频网站的估值,乐视网,1,-1,-1
20764,832,除了丁磊离职和乐视网股票震荡下跌，乐视网重要大股东减持股票也值得关注,乐视网,-1,1,-1
20768,833,而伴随着鑫根资本的减持，是乐视网股价大幅下跌,乐视网,-1,-1,-1
20784,834,据其透露，之前酒鬼酒的营销做得不太好，让人感觉并不是全国性品牌，经销商对于厂家的营销模式没有跟上，有些经销商退出是正常的,酒鬼酒,-1,-1,-1
20785,835,”广东地区一家酒鬼酒经销商透露，今年初开始逐步退出代理酒鬼酒总经销转做茅台广东总经销，业务量逐渐减少，偏重流通更好的茅台,酒鬼酒,-1,-1,-1
20788,836,财富证券的研报指出，酒鬼酒的营收和净利润增速虽然均转负为正，但增速较上年同期分别下降60.04和172.87个百分点，主要原因在于中粮新管理层于2月份入驻，团队建设、产品架构和销售都需要一定的时间磨合,酒鬼酒,-1,-1,-1
20813,837,据《证券日报》记者查阅贵州茅台2015年年报显示，此次提交辞职的吕云怀、罗双全的年龄与茅台董事长同龄,贵州茅台,0,-1,-1
20873,838,对此有私募人士告诉《每日经济新闻》记者，今年前三季度国民技术的净利润仅接近4000万元，如果国民技术5亿元投资款确定为损失，对其全年净利润影响极大，即使公司提出资产收购方案，但也不会改变下跌的命运,国民技术,-1,2,-1
20894,839,或许对于大悦城地产来说，在地产开发上已有足够经验的华远地产还是有所担忧，二者专业属性的不同决定了产品开发的逻辑不同,华远地产,-1,-1,-1
20901,840,当天，上交所方面宣布，青山纸业时任董事刘洁违规买卖自家公司股票，上交所决定对其予以公开谴责,青山纸业,-1,-1,-1
20914,841,从2017年7月份开始，乐视网已经遭遇了三波估值下调：2017年7月中，至少19家下调乐视网估值，多数下调至22.37元；2017年10月底，超过20家基金公司下调乐视网估值，多数下调至7.82元；2017年11月中，多家基金公司再次下调乐视估值，多数下调至3.91元,乐视网,-1,-1,-1
20915,842,乐视网停牌前的股价为15.33元，按照3.91元的估值计算，乐视网股价将会暴跌74.49%，相当于连续13个跌停板,乐视网,-1,-1,-1
20922,843,这个意思就是说，你持有的基金在乐视网停牌的时候已经跌过了……如果乐视网万幸没有遭遇13个跌停，那么你的基金净值也许就会出现莫名其妙的大涨，就像之前莫名其妙的大跌一样,乐视网,-1,-2,-1
20923,844,对于担心乐视网会连累A股大盘的朋友们，也无需杞人忧天,乐视网,-1,-1,-1
20936,845,周云蓬称，陪同人员可以为他阅读相关条例，并且之前他办理过中国银行和其他银行的，不知道为何却被中国银行深圳沙河支行的工作人员拒绝了,中国银行,0,0,-1
20942,846,联合会在韩国各地呼吁小型工商户解除乐天信用卡加盟合约，并在店铺门口张贴抵制乐天信用卡、抵制乐天马特、乐天超市的标签,天马,0,-1,-1
21039,847,但4月11日，中国联通公告称由于混改方案仍在进一步论证中，尚存在重大不确定性，因此发布了延期复牌公告,中国联通,-1,-1,-1
21060,848,虽然公司的净资产仅数千万元，但按照华谊兄弟增资额2000万元和获得1.7544%股权比例来估算，华谊体育的估值已经达到11.4亿元,华谊兄弟,1,-1,-1
21114,849,不过次日受市场整体大幅回落影响，横店东磁股价大幅低开低走，并在临近收盘时跌停,横店东磁,-1,-3,-1
21206,850,'（原标题：“炊具大王”告别苏泊尔扑朔迷离创始人苏氏家族减持到剩余股份不足0.01%）\n说再见的那一天终于来了,苏泊尔,-1,-1,-1
21208,851,经过半年的减持，目前，苏泊尔集团仅持有上市公司3.23万股，持股比例不足0.01%，均为无限售条件流通股,苏泊尔,-1,-1,-1
21210,852,对于苏泊尔集团的减持退出，有分析人士认为，苏泊尔已彻底成为外资企业的贴牌工具,苏泊尔,-1,0,-1
21244,853,华谊兄弟去年净利润出现了自2009年上市以来的首次下滑，扣非后公司实际上陷入了亏损,华谊兄弟,-1,-1,-1
21245,854,尤其是扣除非经常性损益后，华谊兄弟这个影视龙头净利润亏损了4000万元,华谊兄弟,-1,1,-1
21276,855,其中龙头股万科(000002.SZ)在18日遭遇最大跌幅，下跌超4%,万科,-1,-2,-1
21320,856,可以看到，前期股价大幅上涨的上峰水泥在经过高位宽幅震荡后开始明显回落,上峰水泥,-1,1,-1
21327,857,值得注意的是，由于白马龙头贵州茅台放量下跌，盘中跌幅一度近6%，引发酿酒、家电、医药板块均展开大幅调整，午后与周期、题材股一道加速下行，均是盘中杀跌主力,贵州茅台,-1,-1,-1
21351,858,'（原标题：南京银行镇江办理票据严重违规遭罚3230万领四罚单）\n中国经济网北京1月28日讯中国银监会昨日披露江苏行政处罚信息公开表――苏银监罚〔2018〕1至4号，镇江分行违规办理票据业务，严重违反审慎经营规则，江苏银监局决定对其罚款人民币3230万元,南京银行,-1,-2,-1
21352,859,江苏银监局对南京银行镇江分行违法违规办理票据业务负管理责任的汤松、贡琳、李海云给予警告，并处罚款10万元到15万元不等,南京银行,-1,-2,-1
21368,860,10月24日，经蔡开福安排，施某、王某等人在上海就王某受让浔兴股份控股权进行洽谈，达成进一步接触意向，并形成了浔兴股份股权权益变动事项备忘录(一).10月28日，蔡开福与施某、王某等人于福建晋江会面，进一步商谈股权转让细节，并形成了权益变动事项备忘录(二),浔兴股份,0,2,-1
21385,861,游戏公司三七互娱去年3月、7月曾先后宣布入股加拿大Archiact、天舍(上海)文化传媒有限公司布局VR业务，但今年3月份三七互娱总裁李卫伟向媒体公开表示，去年整个VR行业是比较浮躁的，事实是三七互娱从去年夏天就停止了VR的投资,三七互娱,0,-1,-1
21403,862,自11月16日将历史新高改写为719.96元之后，贵州茅台股价近期遭遇五连跌，累计跌幅将近12%,贵州茅台,-1,-2,-1
21404,863,值得关注的是，就在贵州茅台近期股价回落的过程中，融资资金反而加大了买入力度,贵州茅台,-1,-1,-1
21405,864,11月17日，贵州茅台股价低开低走下跌4.01%，融资资金逆势净买入6.98亿元，创该股今年以来最大单日净买入幅度,贵州茅台,-1,-3,-1
21406,865,11月20日，贵州茅台股价下跌1.61%，融资资金再度净买入6.20亿元,贵州茅台,-1,-1,-1
21421,866,深圳营业部在成交金额方面相对逊色，仅华泰证券深圳益田路荣超商务中心证券营业部排名居前,华泰证券,0,0,-1
21423,867,值得一提的是，东方财富证券拉萨金珠西路第二证券营业部在一众上海及深圳的一线游资中格外显眼，该营业部据悉也是一家敢死队，今年前8个月上榜次数为278次，交易过的股票达184只,东方财富,0,0,-1
21431,868,公司方面表示，10月19日，长安汽车新能源战略暨新品上市发布会举行，长安汽车新能源全新战略——“香格里拉计划”正式启动，这标志着长安汽车在新能源领域进入全新阶段，2020年将完成三大新能源专用平台的打造，2025年，长安汽车将开始全面停止销售传统意义的燃油车，实现全谱系产品的电气化,长安汽车,1,3,-1
21474,869,贵州茅台三季度业绩大幅超出预期，引发了白酒板块的整体活跃，权重板块轮番表现，促使股指摆脱了连续震荡整理的局面并向上突破创出年内新高，市场信心有所回升,贵州茅台,1,-1,-1
21496,870,可以看到，低位横盘数日的御银股份突发异动,御银股份,-1,-1,-1
21543,871,而在净利润方面，2014年长安汽车自主板块亏损4.3亿元；2015年扭亏为盈，实现净利润5.13亿元；2016年净利润则是6.6亿元,长安汽车,1,-1,-1
21547,872,而合资板块的表现也不尽如人意，根据长安汽车4月产销快报，仅有长安马自达微增1.76%，其余均出现不同程度的下滑,长安汽车,-1,-1,-1
21553,873,长安汽车寄希望于合资板块盈利会比去年吃力,长安汽车,-1,0,-1
21558,874,”回顾2016年，3月开始长安汽车的销量出现下滑，7月销量仅为6.3万辆，8月开始逐渐回暖，坐稳自主品牌第一的宝座,长安汽车,1,-2,-1
21587,875,招商银行则是2015年高管薪酬下降幅度最大的银行，仅招商银行行长田惠宇、常务副行长李浩和副行长丁伟三人，2015年的薪酬就合计减少了441.82万元，平均降幅高到27%,招商银行,-1,-1,-1
21599,876,结果，8月1日晚间，方大炭素就对券商研报进行了无情打脸……不过，自8月4日大跌7.06%以来，伴随着周期股的回落，方大炭素也从8月4日最高的37.18元/股回落至28.98元/股，伴随着股价的回落，券商的热情也收到影响，8月4日以来，研报系统已经不见了方大炭素的研报,方大炭素,-1,-1,-1
21633,877,2016年，国海证券债券承销金额为1090.99亿元，排在承销榜29位；而在2017年，国海证券仅仅完成252.43亿元债券承销，排在62位，排名下滑33位,国海证券,-1,-1,-1
21642,878,无独有偶，同样在2017年12月4日被等22家机构投资者调研的石基信息在调研后也累计下跌8.33%,石基信息,-1,-1,-1
21686,879,从福斯特的季报来看，似乎并没有什么亮眼的地方,福斯特,-1,-1,-1
21690,880,乐视网发布公告表示，为减少乐视商城对于乐视网造成的财务影响，乐视网将放弃其尚未认缴的150万元人民币注册资本对应的15%的股权权利，转由乐荣控股出资认购,乐视网,0,-1,-1
21691,881,继而，乐视网将失去乐视商城的商业控股权,乐视网,-1,-1,-1
21699,882,同时，乐视网放弃其尚未认缴的150万元人民币注册资本对应的乐视电子商务15%的股权权利，而这部分股权被乐荣控股接盘,乐视网,-1,-1,-1
21703,883,也就是说，贾跃亭自己接盘了乐视网放弃的股份，从而间接对乐视电子商务控股达85%,乐视网,-1,-1,-1
21728,884,鲁北化工第二天高开冲高后随机回落，当天如果追高的投资者当即被套,鲁北化工,-1,-1,-1
21733,885,浦发银行成都分行违规放贷案中，银监会对四川原主要负责人和其他相关责任人进行了严肃问责，给予党纪政纪处分，原因是监管督导不力，监管评级失真,浦发银行,-1,-1,-1
21746,886,继2013年和2014年实现每年200亿元增长后，格力电器在2015年遭遇营收大幅下滑降至千亿元,格力电器,-1,-1,-1
21756,887,“董明珠担任格力电器董事长以来一直在推行多元化，如晶弘冰箱、大松小家电、格力手机等，但到目前为止，格力电器依旧未能摆脱产品结构单一局面，除了空调，其他品类市场占有率都很低,格力电器,-1,-1,-1
21757,888,可以说，格力电器的多元化并没有成功案例,格力电器,-1,-1,-1
21765,889,有分析认为，董明珠此次职位调整恐意味着对格力电器的控制权争夺趋于激烈,格力电器,-1,-1,-1
21875,890,值得注意的是，2017年一季度淡水泉再次进场后，中材科技当季度营业利润从一年前亏损4911万元大幅上升至盈利1.58亿元；营业收入也连续第二个季度保持增长,中材科技,1,-1,-1
21886,891,1月19日（周五），银监会公布了四川银监局依法查处浦发银行成都分行违规发放贷款案件情况,浦发银行,-1,-1,-1
21907,892,遗憾的是，在格力电器股东大会上，董明珠没有获得她所希望的支持,格力电器,-1,-1,-1
21908,893,10月28日，随着一则关于“董明珠发飙”的视频开始在网络上流传，董明珠与格力电器其他股东的争执开始暴露在人前,格力电器,-1,-3,-1
21944,894,'前海旗隆人去楼空一月有余，国民技术5亿资金恐打水漂11月29日晚间，国民技术公告称，公司累计投入5亿元的产业基金合伙人北京旗隆及母公司前海旗隆相关人员“失联”，公司已经向公安机关报案,国民技术,-1,-1,-1
21974,895,在业内人士看来，之所以有多部影片出现“叫好不叫座”的情况，一方面与相关作品的目标受众群规模有关，同时影片上映时也会面临较为激烈的市场竞争；另一方面则体现出华谊兄弟在终端链条仍缺少话语权,华谊兄弟,-1,-0.5,-1
21987,896,1、“养老金+淡水泉”抵不过业绩低迷正海磁材是三季度市场关注度最高的股票之一，千呼万唤的养老金入市，第一批选的股票就有这家总部位于山东烟台的磁材公司,正海磁材,-1,-1,-1
21991,897,业绩表现一般的正海磁材股价并没有走得更远，9月12日之后，公司股价持续下调,正海磁材,-1,-1,-1
22031,898,在格力电器收购珠海银隆失败后，双方仍然保持紧密联系,格力电器,-1,-1,-1
22073,899,近一年来，天威视讯数量为零，自二季度末、产品撤出后，目前只有王亚伟等少数投资机构驻留在十大流通股中,天威视讯,-1,-1,-1
22114,900,2014年离开民生银行时，史玉柱即投入了中民投的新事业当中,民生银行,0,-1,-1
22131,901,'（原标题：终端成本增778%暴风集团2016年营收翻倍净利下滑70%）\n（300431，SZ）日前交出的2016年“成绩单”喜忧参半,暴风集团,-1,1,-1
22176,902,对于万科终止和深铁的重组背后的原因，第一财经日报援引易居研究院智库中心研究总监严跃进分析认为：一是，当时和深铁合作是由于的战略思路被打乱，比较仓促，现在万科股权危机应该过去了；二是，不排除当时深铁本身也是万科应对股权之争的一个重要筹码，而现在万科和深铁进行协调、终止协议的成本是不高的;三是，恒大此次表态对万科是财务投资而非战略投资，也使得万科压力减少，所以此前一些既定的协议和安排可以缓缓,万科,-1,-1,-1
22219,903,国家统计局调查显示，到2012年，维维股份的豆奶粉市场份额已经从80%下滑至不足25%,维维股份,-1,-2,-1
22252,904,有内部人士昨天也向媒体证实，中信银行近期的确暂停了北京地区200万元以上的房屋抵押经营性贷款,中信银行,0,-1,-1
22304,905,从融资成本看，2017年房企融资成本较融资环境宽松的2016年有所上涨，但万科融资成本仍相对较低,万科,1,-1,-1
22310,906,其中，绿地控股由2016年销售金额第四位下滑至第六位,绿地控股,-1,-1,-1
22401,907,"'（原标题：\""零不良\""神话破灭）\n在成都分行涉及千亿挪腾曝光9个月后，开出了2018年第一张罚单，经银监会查实，浦发银行成都分行为掩盖不良贷款，违规办理信贷、同业、理财、信用证和保理等业务，向1493个空壳企业授信775亿元，四川银监局依法对浦发银行成都分行罚款4.62亿元，浦发银行内部问责近200人",浦发银行,-1,-1,-1
22406,908,1月19日晚间，银监会公布了对浦发银行成都分行违规发放贷款案的查处情况,浦发银行,-1,-1,-1
22421,909,”面对这些大量存在风险隐患的贷款，浦发银行成都分行开始腾挪资金来堵上这些窟窿，通过承债式收购来腾挪不良贷款,浦发银行,-1,-1,-1
22427,910,银监会表示，此案暴露出浦发银行成都分行存在诸多问题：一是内控严重失效,浦发银行,-1,-1,-1
22428,911,此外，该案也反映出浦发银行总行对分行长期不良贷款为零等异常情况失察、考核激励机制不当、轮岗制度执行不力、对监管部门提示的风险重视不够等问题,浦发银行,-1,0,-1
22459,912,工商银行行长对此表示，去年工商银行下降的原因主要有两个：一是宏观经济形势向好；二是在过去几年间，工行在信贷体制方面做出了很多努力和改革,工商银行,1,-1,-1
22464,913,'（原标题：前任掌门人锒铛入狱北大荒冲击世界五百强落空）\n日前，辽宁省沈阳市中级人民法院公开宣判黑龙江省人民代表大会常务委员会原副主任、黑龙江省农垦总局原党委书记受贿案，对被告人隋凤富以受贿罪判处有期徒刑十一年，并处没收个人财产人民币100万元；对隋凤富受贿犯罪所得财物及其孳息予以追缴，上缴国库,北大荒,-1,0,-1
22476,914,隋凤富将房地产作为北大荒发力的突破口，是一个悲剧,北大荒,-1,-1,-1
22483,915,作为北大荒做强工业的几大主力支点：北大荒米业公司、北大荒龙垦麦芽公司、北大荒纸业公司、北大荒希杰公司、北大荒鑫亚经贸公司、北大荒投资担保公司等，都出现了大额亏损，曾经被寄予厚望的米业公司则是连年亏损，惨不忍睹,北大荒,-1,-1,-1
22484,916,北大荒集团旗下公司大量卷入涉及钱物的诉讼,北大荒,-1,-1,-1
22486,917,为了实现世界五百强的目标，北大荒集团一味做大，大量铺摊子，冲规模，最后漏洞百出，唯一的上市平台北大荒股份被监管部门处罚，不得不发出退市风险警告,北大荒,-1,-1,-1
22497,918,1月19日，四川银监局依法查处了浦发银行成都分行违规发放贷款案件,浦发银行,-1,-1,-1
22567,919,然而，随着监管层的关注及游资撤退，顺丰控股股价开始回落,顺丰控股,-1,-1,-1
22588,920,例如在近日浦发银行成都分行违规发放贷款案件的通报中，四川也遭问责,浦发银行,-1,-1,-1
22589,921,不久前对浦发银行成都分行违规发放贷款案件的通报中就较为罕见地点名了当地银监部门，称四川银监局对浦发银行成都分行相关风险线索等问题未全面深查，监管督导不力，对其监管评级失真，对四川银监局原主要负责人和其他相关责任人给予了党纪政纪处分；在近日召开的全系统党风廉政建设暨纪检监察工作会议上，银监会主席再次提出，2018年要重点查纠金融信贷中涉及银行业监管的失职失责问题，中央纪委驻银监会纪检组组长李欣然也指出，要紧盯选人用人、审批监管、金融信贷等重点领域和关键环节的腐败问题，重点查处“猫鼠一家”、“监守自盗”的腐败案件，不断增强震慑遏制,浦发银行,-1,-1,-1
22600,922,“既让马儿跑，又让马儿不吃草”，这是春秋航空创始人王正华反复提及的一句话，也道出低成本航空面临的巨大生存压力,春秋航空,0,-1,-1
22654,923,香飘飘整个外延式的增长则很难,香飘飘,-1,-2,-1
22655,924,“所谓的外延式增长就是靠增加新的客户，这一块香飘飘就没有太大的可能性，主要的可能就是在行业内去吃香约、优乐美的客户,香飘飘,-1,-1,-1
22671,925,近期，银监会披露了多起银行业违法违规案件，其中，邮储银行甘肃武威文昌路支行违规票据案、浦发银行成都分行违规放贷等案件均被处以“亿级罚单”,浦发银行,-1,-1,-1
22672,926,银监会19日公布，对浦发银行成都分行违规发放贷款案件的处罚结果：浦发银行成都分行被罚款4.62亿元，浦发银行成都分行原行长被禁止终身从事银行业工作,浦发银行,-1,-2.5,-1
22690,927,对此，日化行业专家冯建军指出，两面针主业牙膏业务近几年不断下滑，尝试转型多元化发展弥补短期内的业绩低迷，但结果并不如人意，而且两面针在品牌和渠道推广优势逐渐丧失，一定程度上影响了两面针的知名度，丧失了应有的竞争力，不能为渠道商带来利益等,两面针,-1,-2,-1
22724,928,在平安银行3月15日的业绩会上，网易财经就向平安银行董事长谢永林抛出了这一问题,平安银行,0,-1,-1
22786,929,加之2017年1月王府井终止收购贝尔蒙特香港有限公司100%股权，随后又调整方案启动并购，近来王府井外延扩展显得并不顺利,王府井,-1,-1,-1
22832,930,其中，最引人注目的就是，监管层对浦发银行成都分行的4.62亿元的巨额罚款,浦发银行,-1,-1,-1
22880,931,调查结果显示，北城区天坛东路原有一家五粮液专卖店，于2014年搬走或停业，朝阳北路的五粮液专卖店已经于1年多之前倒闭，万寿路的一家五粮液专卖店的门店也已变更为典当行,五粮液,0,-2,-1
22884,932,总的来说，如今北京五粮液专卖店销售状况并不好,五粮液,-1,-1,-1
22897,933,五粮液北京经销商同时提出，五粮液专卖店只能销售五粮液，远不如一家名烟名酒专卖店，可提供各品牌酒类，更容易盈利,五粮液,-1,-3,-1
22906,934,不过，在此前钢铁行业的严冬中，鞍钢股份也无力逆势而行,鞍钢股份,-1,-1,-1
22907,935,其曾一度在2015年巨亏45.93亿元，如果不是去产能政策带动，鞍钢股份2016年也很难扭亏为盈,鞍钢股份,-1,-2,-1
22949,936,万科的管理层不但没有决定权，甚至没有建议权,万科,-1,-1,-1
22955,937,”谭华杰指出，这几年，万科的管理层并没有从中获得奖金，因为这笔钱还处在封闭运行期,万科,-1,0,-1
22986,938,朱丹蓬指出，洽洽食品净利润下滑与企业本身的多元化有很大关系，在多元化后，企业的资金、资源、经历都被分散，因此利润的下滑在此阶段是必然的,洽洽食品,-1,1,-1
22987,939,近两年，洽洽食品由于多元化的发展，在主业上并没有认真经营，虽然在瓜子业务方面是行业老大，但在该产品的业绩提升方面没有去发力，多元化方面也并不成功，因此为企业的运营带来了不小的挑战,洽洽食品,-1,-1,-1
22995,940,2017年末，平安银行不良贷款率为1.7%，较上年末下降0.04个百分点，其中个人贷款（含信用卡）不良率为1.18%，较上年末下降0.34个百分点；拨备覆盖率较上年末下降了4.29个百分点至151.08%,平安银行,1,0,-1
23017,941,那么，贵人鸟是否正陷入一个“美丽陷阱”,贵人鸟,-1,0,-1
23023,942,有分析认为，贵人鸟取消更名的原因是担心因更名规则趋严导致申报无法通过,贵人鸟,0,-1,-1
2,943,本周以来，中小创涨势凌厉，本周实现3个涨停，本周上涨26.48%，东土科技本周上涨24.87%,东土科技,1,1,1
6,944,核心产品销售收入下滑舒泰神的主要产品为创新生物药物苏肽生(注射用鼠神经生长因子)和全国独家品种舒泰清(复方聚乙二醇电解质散(IV)),舒泰神,-1,-1,1
7,945,苏肽生是舒泰神收入及利润的主要来源,舒泰神,0,0,1
13,946,本次投资完成后，舒泰神浙江成为科信必成股东，持有科信必成5%的股权,舒泰神,0,1,1
20,947,报告期内，光明乳业实现营业总收入216.72亿元，同比上升7.25%；实现净利润8.18亿元，同比上升21.15%；实现归属于母公司所有者的净利润6.17亿元，同比上升9.60%,光明乳业,1,1,1
34,948,晶盛机电周内上涨了4.83%，最新收盘价为21.69元/股,晶盛机电,1,1,1
