index,sentence,entity,score
30412,虽然中电广通的重组仍在推进，但是相关人事布局已经在进行,中电广通,1
30427,这次蓝筹股回调的导火索是主流媒体对贵州茅台上涨的发声，向市场传达不希望茅台继续疯涨的信号，否则容易将好不容易培养起来的“慢牛”带成“疯牛”，刚刚培养起来的价值投资特性也将变味,贵州茅台,1
30429,其中，大豪科技的流通股市值尚不足20亿元，该股上市时间为2015年，其余三只股票的市值也不超过150亿元,大豪科技,1
30434,面对此情此景，有股民在股吧里喊道：乐视网已经成为投机资金赌博乐园,乐视网,1
30437,不知是股民不明就里，还是有意为之，FF传出好消息，乐视网股价也就上涨，而且，这不是第一次了,乐视网,1
30443,据财新网数据，在1月24日复牌后的13个交易日里，乐视网股东数量增加15.1万人、达到33.6万人，由于2月8日、9日这两天乐视网累计换手率高达46.68%，这意味着此时33.6万投资者当中，绝大部分已经是新股东，而之前被套的投资者已大量套现离场,乐视网,1
30445,券商板块盘中拉升，截至发稿，华鑫股份涨幅过8%，、、、涨幅过2%，、、、涨幅过1%,华鑫股份,1
30454,作为第二大重仓股，海康威视在东方资管的基金净值比为6.01%，被东方资管旗下15只偏股基金持有，6只将其作为第一重仓股，今年以来海康威视股价暴涨，年初至7月14日涨幅为92.72%，将其作为第一重仓股的偏股基金收益也均在20%以上,海康威视,1
30503,不过海鸥卫浴所坚持的依然是双主业思路，对于业绩冲击有限,海鸥卫浴,1
30507,9月以来，信维通信的股价累计涨幅超过14%，远超同行业股价涨幅,信维通信,1
30509,目前，国内还没有真正在这方面有能力服务国际大客户的公司，信维通信希望未来一到两年内能填补这方面的空白,信维通信,1
30517,2017年，天齐锂业实现营收54.70亿元，同比增长40.09%，归属于上市公司股东净利润达到了21.52亿元，同比增长42.35%,天齐锂业,1
30521,赣锋锂业在报告期内实现营收43.83亿元，同比增长54.12%；归属于上市公司股东净利润14.58亿元，同比增长213.95%，暴增超过2倍,赣锋锂业,1
30525,国轩高科2017年1-12月实现营业收入50.48亿元，增长幅度为6.10%；实现归属于上市公司股东的净利润9.2亿元，同比减少10.73%,国轩高科,1
30546,在曾庆洪心中，也已经有了目标：“十三五”期末，广汽集团力争实现汽车产能240万辆，营业收入4000亿元，利税超500亿元，成为先进的汽车集团；在2027年即集团成立30周年之际，争取进入世界企业100强；在2037年即集团成立40周年之际，成为具有全球竞争力的世界一流企业,广汽集团,1
30547,在政府鼓励发展的新能源汽车领域，广汽集团已大笔投入，重点布局,广汽集团,1
30579,”山东财经报道了解到，龙大肉食经营业绩尚可，2017年前三季度实现营业收入45.43亿元，归属于上市公司股东的净利润1.65亿元；而据此前披露，龙大肉食拟收购的银祥集团2017年销售收入预计为30亿元（未经审计）,龙大肉食,1
30584,有了基金的青睐，东方园林在三季度的表现也异常出色，三季度累计上涨63.37%，提前布局的基金获得了较为丰厚的回报,东方园林,1
30601,新城控股获得全国社保基金602组合、全国社保基金403组合和全国社保基金412组合合计重仓持有2447.52万股，与上期相比增持726.54万股，持股总市值为2.88亿元,新城控股,1
30615,事实上，廊坊发展一季报显示，恒大旗下的万能险——恒大人寿保险万能组合B就成为廊坊发展的前十大股东，持股比例为4.86%，接近举牌线,廊坊发展,1
30624,2017年重组完成后，公司主营业务包括旅行社、酒店及汽车服务等，旗下拥有花园酒店、中国大酒店、东方宾馆等高端实体酒店和系列酒店品牌,东方宾馆,1
30631,再举两个例子，在2012年年底，两市最高股息率个股是，当时的12月股息率达到7.74%，但在后面的几年时间里，新兴铸管的股息率分别只有1.24%、1.08%和0.62%,新兴铸管,1
30633,这里以白酒业中的为例：从上表可以看到，泸州老窖2013年实施的分红对应股息率达到8.94%，2014年的对应股息率达到6.13%，都是非常不错的数据，如果光看这两个数据，泸州老窖值得投资者立刻、马上、当即买入,泸州老窖,1
30643,这里又要举方大特钢为例子了，由于过往两年中的股息率极高，方大特钢的最近5年股息率平均数仍然达到8.53%，但如果考虑到钢铁行业的前景仍很不明朗，这一股息率也就看看可以，当真就有点悬了,方大特钢,1
30666,三季报显示，前三季度天兴仪表实现营业收入16720.54万元，同比增长10.6%，归属于上市公司股东的净利润亏损679.06万元,天兴仪表,1
30670,中报显示，阳光举牌1号、卓泰阳光举牌1号、阳光举牌2号、阳光举牌3号，4只基金合计持股3699.32万股，占潮宏基总股本的4.37%，但到了三季度，罗伟广的4只基金却从潮宏基的前十大流通股东榜上全面撤退，完全不见踪影,潮宏基,1
30671,三季报显示，潮宏基2016前三季度实现营业收入20.68亿元，同比增长了0.78%；归属于母公司净利润为1.95亿元，同比增长了0.47%,潮宏基,1
30678,今年熊市中或许是得益于PPP，三聚环保涨势迅猛，现在王亚伟逢高减持部分筹码也比较正常，但从其整体持仓来看，他仍然比较看好,三聚环保,1
30683,加仓较多的如，三季度上善神州牧3号、泽泉神州牧六号新进前十大，上善神州牧5号持股不变，辛宇增持到953.66万股，合计持有1.58%，宝莫股份三季度涨势也比较凌厉，三季度涨幅超过24%，另外辛宇还加仓了,宝莫股份,1
30689,格力电器方面，包括安信证券、天风证券、、证券、中信建投证券、中金公司等在内的14家机构集体看好该股后市表现,格力电器,1
30709,”如果行贿认定事实发生在上市审核前，凤形股份即不符合上市条件,凤形股份,1
30718,“事实上，凤形股份经营生产良好，去年在营业收入上还是上升的，利润下降主要是原材料的价格不断上升导致,凤形股份,1
30737,据塞力斯发布的2017年度业绩快报显示，塞力斯2017年实现营业收入92051.65万元，较同期增长46.74%；实现归属于上市公司股东的净利润9219.48万元，较同期增长33.77%,塞力斯,1
30739,分析人士表示，当前，塞力斯股价走势强劲，价量配合较好，后市量仍有继续走强的可能,塞力斯,1
30745,从更深层次看，资金竞逐中国神华高分红的背后，也能从一个侧面折射出中国实体经济的某些新趋势、企业面对新趋势的新打法，以及A股股市生态的一些新变化,中国神华,1
30752,以2016年为例，当年建设银行H股大涨19.88%，而其他三大行的年涨幅在5%至8%之间,建设银行,1
30760,而东方锆业环保设备较为完善，所处工业区离市区较远，环保压力相对较小，将充分受益产品价格上涨,东方锆业,1
30762,通过布局海外的源头锆产业，东方锆业有望掌握行业话语权,东方锆业,1
30765,正是在2月上旬，东方锆业股价触底7.90元/股后，开始接连上涨，截至目前累计涨幅已经超过20%,东方锆业,1
30772,2015年年报显示，雅百特在巴基斯坦木尔坦市开展的城市快速公交专线项目实现收入超过2亿元，占年度销售总额21.8%,雅百特,1
30784,房企融资成本的降低就意味着公司成本的节约，那么北辰实业的5.94%融资成本到底节约了多少财务成本呢,北辰实业,1
30793,可以说，各指标比2017年都有明显的提高，在2018年地产行业发展态势趋紧、龙头公司不设或降低业绩目标的情况下，北辰实业继续用“自我加压”的方式提升目标，似乎也间接传递出了公司内在的紧迫感,北辰实业,1
30796,2017年9月12日，华创证券发表长达24页的深度报告，首次给予北辰实业“强烈推荐”评级，理由是目前5814元/平的账面均价，远低于超5万元/平的实际均价，存在巨大价值重估空间，并分别从现金流折现法（172亿元）、可比物业重估法（535亿元）和可比公司租金回报率法（620亿元）等三种方式对公司持有的124万方物业进行了定量重估，平均重估价值约442亿元，公司目前A股市值仅120亿元，低估明显,北辰实业,1
30797,就在前海人寿首次进入公司前十大股东、华创证券首次撰文强力推荐的几乎同时，北辰实业公告表示，公司将出资1000万元参与设立北京水木现代国有企业研究院，在该事项对公司的影响方面，公告里明确提到了“可获得更多地参与其他国有企业改革的机会，有利于公司的长远发展“,北辰实业,1
30816,、、这些蓝筹股其实早在2016年就已开启估值提升之路，2017年随着市场整体风险偏好的下降，估值水平更是出现了大幅提升，其中福耀玻璃的估值水平已达到3年前的2倍以上,福耀玻璃,1
30833,尽管在第一天上涨44%之后，江苏银行仅经历了两个一字板，成为近期表现最差新股,江苏银行,1
30839,截至目前，唯有中国平安A股股价（33.48元，约合39.1482港元）与公司H股股价39.050港元尚处于同一水平线,中国平安,1
30848,随着复星系举牌消息的出炉，新华保险获得资金追捧并放量大涨,新华保险,1
30849,8月11日、12日，新华保险A股累计上涨8.79%；同期，公司H股分别上涨3.16%、3.75%,新华保险,1
30865,三季度以来方大集团上涨了10.70%,方大集团,1
30868,中信银行2007年实现A+H股同步上市,中信银行,1
30881,在节约运营成本方面，中信银行完善了远程授权系统，实现从传统的网点面对面授权，到远程集中授权的转变，节约运营人力投入近千人,中信银行,1
30882,在新业务和新模式方面，2016年中信银行增加了“黄金进出口”业务，并在杭州探索“柯桥模式”，构建了新型银政合作模式,中信银行,1
30883,此外，中信银行与百度共同筹建的国内售价独立法人直销银行也将预计于2017年三季度或四季度正式对外营业，据了解，中信银行还在积极推进信用卡子公司的设立,中信银行,1
30891,光大银行的同业负债占比较高，虽然同业业务的管理费低于零售业务，但其利差获利空间压缩不少，这或许是拉开两者盈利差距的重要因素之一,光大银行,1
30894,在特色化方面，光大银行正筹划成立资产管理、直销银行、信息科技、消费金融等子公司，实现差异化竞争,光大银行,1
30904,华夏幸福与其他房企合作的开放态度，一定程度上也被认为是其住宅开发业务增速放缓后，力求在合作方面寻找出路的方式,华夏幸福,1
30906,华夏幸福的总裁，也是王文学最得力的助手孟惊成为这些旗下项目公司的法人代表，华夏幸福监事会主席常冬娟成为这些项目公司的监事,华夏幸福,1
30912,海南椰岛目前的产业板块涵盖酒类、房地产及贸易业务，作为央视2018年品牌计划成员，从今年元旦开始，海南椰岛旗下的三款产品椰岛鹿龟酒、椰岛海王酒、椰岛椰汁的广告陆续在央视刷屏播出，着实让春节在家的川扇假记住了这个品牌，按照央视的广告费标准，光春节前这这一阵的广告费三亿都打不住，不禁对海南椰岛的大手笔赞叹一声，够格,海南椰岛,1
30916,最终在2016年，海南椰岛实现较大转折，营收8.46亿元，同比增长92.94%，也是在这一年，海南椰岛开始确立品牌战略，广告投入大幅增加进而带动了营销的增长，广告费用的投入也导致企业全年净亏损3500万元，但不得不说，企业和产品的影响力开始破冰,海南椰岛,1
30923,但ST对于海南椰岛也似乎并不算是坏事，因为从过去几年业绩报告看，海南椰岛经营情况相对稳定，只不过从2016年开始启动品牌战略后才花钱如流水，出现了较大的财务亏空,海南椰岛,1
30930,另一白电巨头格力电器在今年1月也迎来前海开源基金、博时基金等几十家机构的密集造访,格力电器,1
30932,赣锋锂业两次共迎来204家调研机构，是“总量冠军”,赣锋锂业,1
30934,曾在2017年1月迎来114家机构调研的美的集团，在今年1月继续受到80家机构关注,美的集团,1
30936,“从去年开始，无线充电技术在消费电子产品上的应用规模持续扩大，信维通信作为全球射频天线领先企业，客户资源优势明显,信维通信,1
30938,同样受益于需求带动，信息安全领域龙头启明星辰在1月16日迎来154家投资机构,启明星辰,1
30946,华为正式宣布神州数码成为其第九家全球总经销商,神州数码,1
30947,白色情人节，孙宏斌跟乐视网的关系，却正式宣告了结束,乐视网,1
30952,据证券公司研究人员分析，机构投资者已基本抛售乐视网股票，也就是说，增加的超过15万股东，大都是散户和游资,乐视网,1
30981,互联网消费金融服务业务已成为二三四五重要的利润来源,二三四五,1
30982,其2016年年报摘要指出，“2345贷款王”金融科技平台业务呈指数级增长，全资子公司上海二三四五金融科技有限公司2016年度合并报表范围实现营业收入约2亿元，较2015年度增长2075.93%；归属于母公司所有者的净利润约1.1亿元（2015年度为亏损731.81万元）,二三四五,1
30985,左手现金贷，右手区块链，如何在这两个目前“严监管”的领域突围，成为了二三四五今年的重点之一,二三四五,1
31032,如摩恩电气在今年11月22日股价创出历史新高，达到33.47元,摩恩电气,1
31035,在近几年，三聚环保股价也一路震荡上行，2013年以来，累计涨幅超过7倍,三聚环保,1
31046,建议关注华泰证券（经纪业务龙头，完成收购AssetMark开启财富管理转型之路）、（业绩相对优异，率先拥抱互联网证券）、（员工持股落地提升经营效率，集团层面改革惠及未来发展）,华泰证券,1
31057,相比天风证券和安信证券，中信证券调研的超500亿元的大市值公司确实最多，这也较为符合中信证券认可的对大市值股票的倾向性,中信证券,1
31062,康强电子以生产、销售半导体封装材料引线框架为主营业务，借着半导体行业崛起，2017年实现收入13.04亿元，归属于上市公司股东的净利润为6459.8万元，同比增长48.1%，良好的业绩以及发展前景成为资本抢筹的焦点,康强电子,1
31065,因康强电子的优质壳资源价值，徐翔旗下的泽熙以及宁波牛散钱旭利家族一起举牌，形成与银亿系争抢局面，成功完成小股东逆袭，形成多方小股东合力持股超过大股东局面，2014年年报显示，康强电子已无实际控制人,康强电子,1
31076,最为典型的个股当属美的集团，截至二季度末，QFII持有美的集团股份数量最多；9月份以来截至昨日，在海外机构参与调研的上市公司中，参与调研美的集团的海外机构数量也较为居前，达到5家,美的集团,1
31077,通过统计发现，美的集团2017年上半年实现归属于母公司的净利润为108.11亿元，同比增长13.85%，近5年归属母公司净利润复合增长率达到33.43%，2017年中报净资产收益率为16.46%，业绩稳健增长成为海外机构积极看好的主要原因,美的集团,1
31081,同时发布的业绩快报显示，*ST东数实现扭亏,ST东数,1
31094,财报显示，截至2017年前三季度，九牧王实现营业收入同比增长15.6%至17.84亿元，净利润同比增9.78%至3.43亿元,九牧王,1
31095,业内分析认为，九牧王主品牌JOEONE在未来有望达到双位数增长，受潮牌FUN销售强劲推动，2018年、2019年有望获得接近20%的业绩增长,九牧王,1
31097,截至三季度末，九牧王门店总数2633家，其中九牧王、FUN和J1门店数分别达到2480家、121家和32家,九牧王,1
31107,关注高端制造与科技创新招商证券新时代的投资在十九大报告所规划的蓝图中按图索骥一方面，创新是建立现代化经济体系的战略支撑，这意味着高技术产业将面临难得的历史发展机遇,招商证券,1
31114,孙宏斌投资的逻辑有三：贾跃亭是罕见的比自己还有企业家精神的人；融创要在饱和的房地产市场外寻找增量行业投资，乐视网和电视影视业务符合大文娱板块；乐视在业务层面和商业逻辑上几乎没有毛病，缺的是钱和治理结构,乐视网,1
31128,有分析称，机构投资者已基本抛售乐视网股票，也就是说，增加的超过15万股东，大都是散户和游资,乐视网,1
31135,作为芯片代替板块的龙头股，科大国创的区间涨幅达到98%，短短17个交易日涨幅就几近翻倍,科大国创,1
31136,安凯客车成为这轮新能源汽车行情的龙头,安凯客车,1
31148,梅泰诺去年实现净利润4.87亿元，同比增长350.7%，增幅抢眼,梅泰诺,1
31150,而华策影视2017年实现营业总收入52.05亿元，同比增长17.09%；实现净利润6.32亿元，同比增长32.09%；每股收益0.36元,华策影视,1
31153,对照上述套路，我们再来回顾下近期安邦的动作：一是在一周两次举牌中国建筑后，安邦保险在周五（11月25日）终于亮出明牌，表示将继续增持中国建筑，最高增持股数将达到35亿股，以此计算，安邦保险最高持股比例将达到21.67%，这意味着安邦保险最多还将再进行两次举牌,中国建筑,1
31160,安邦保险自己的表述是，“增持中国建筑股份是坚定看好中国经济、看好中国建筑，支持优秀蓝筹公司又好又快发展”，同时又表示投资中国建筑的目的，“是为了获得稳定的财务回报,中国建筑,1
31165,中国建筑在2015年年报中表示，中国建筑紧跟国家“一带一路”战略，深耕海外市场，全年海外业务（含房地产业务）实现新签合同额1，119亿元，同比增长42.2%,中国建筑,1
31168,对于希望捕捉中国建筑投资机会的投资者而言，除了关心安邦计划增持多少股外，更看重安邦保险是否有介入公司管理层、甚至派驻董事的可能,中国建筑,1
31170,就股权结构来看，中国建筑前十大股东基本都被“国家队”包揽，除了中国建筑工程总公司持股比例达到56.26%外，剩余的十大股东股包括中证金、汇金公司、港交所和中证金的6个资管计划，其中第二大股东的持股比例仅为2.35%,中国建筑,1
31173,其中，上月涨幅超过60%的金融街在2015年1月跌幅达到17.6%,金融街,1
31174,最值得关注的是，安邦保险对金融街的持股比例已经达到29.98%，距离举牌线只有59.9万股的距离，以目前股价计算，安邦保险只要再投入736.75万元即可举牌,金融街,1
31180,剔除因为停牌而没有涨幅数据外，其余5只安邦概念股在2016年1月平均跌幅达到29.72%，其中，此前涨势最好的同仁堂股价跌幅达到34.84%,同仁堂,1
31185,2月27日，此前因涉及重大资产重组而停牌五个月的哈药股份迎来复牌，公司股价开盘后一路走低，截至当日收盘报5.31元/股，跌幅达8.61%，近12.73亿元的市值蒸发,哈药股份,1
31189,按照每股5.35美元转换为GNC发行在外普通股后，哈药股份将持有GNC40.1%的股权，成为其单一最大股东,哈药股份,1
31192,尽管哈药股份方面极力看好，但从复牌后的市场表现来看，此次交易并没有给市场带来惊喜，反而“吓”跑了诸多机构投资者,哈药股份,1
31198,另外，虽然哈药股份成为GNC的第一大股东，但是并没有取得其控制权，这与最初的交易预计方案相比，市场预期大大降低,哈药股份,1
31204,和留给市场的传统印象不同，注重价值投资的重阳投资并不排斥调研市盈率看上去已经十分高的股票，41只个股中除了市场没有给出预测，有21只2016年动态市盈率（按万得一致预期计算，下同）超过30倍，占比过半，最高的苏大维格超过150倍,苏大维格,1
31218,“致力于成为智能时代领航者的中国平安，将以打造‘开放平台+开放市场’为目标，从资本驱动向‘金融+科技’双轮驱动业务模式转型，逐步实施‘金融+生态’战略,中国平安,1
31219,”3月21日，中国平安总经理任汇川在接受上海证券报专访时，将平安新十年战略规划和盘托出,中国平安,1
31236,业绩表现方面，2017年，创业软件实现营收11.5亿元，同比增长110%，实现净利润1.6亿元，同比增长159%,创业软件,1
31238,通过统计发现，美的集团2017年上半年实现归属于母公司的净利润为108.11亿元，同比增长13.85%，近5年归属母公司净利润复合增长率达到33.43%，2017年半年报净资产收益率为16.46%，业绩稳健增长成为海外机构积极看好的主要原因,美的集团,1
31253,以龙头为例，最新公开的民生银行年报显示，平均每股利润为1.34元，同比增长达到34%，而股价对应的市盈率6.7倍,民生银行,1
31260,潜力股精选隆平高科(000998)进一步完善产品线布局隆平高科当前的外延并购发展正在持续推进当中,隆平高科,1
31261,安信证券分析师李佳丰认为，隆平高科通过外延并购完善公司行业和产品的布局、提升公司的市场竞争力和盈利能力,隆平高科,1
31262,光大证券张安宁：把握周期板块交易机会光大证券分析师张安宁指出，12月市场环境整体偏弱，建议关注中央经济工作会议,光大证券,1
31269,牧原股份(002714)出栏量保持高增长牧原股份主营业务为种猪和商品猪的养殖与销售,牧原股份,1
31280,据媒体报道，2015年11月23日，烜卓投资以唯一普通合伙人/执行事务合伙人的身份设立合伙企业烜卓发展，并通过受让原实控人杨志茂所持有的3240万股股份成为博信股份的控股股东，烜卓发展的实控人石志敏成为上市公司新的实控人，占公司总股本的14.09%,博信股份,1
31288,据悉，天坛生物主营业务血液制品和疫苗制品生产规模均处于国内领先地位，公司2016年业绩快报显示，每股收益为0.49元，营业收入为208410.13万元，同比增长28.81%；净利润为25337.66万元，同比增长2439.55%,天坛生物,1
31300,兴业银行行长李仁杰曾表示，同业和金融市场业务成为兴业银行的传统优势业务，得益于起步比较早，业务发展节奏比较稳健、合理，严格进行风险管控,兴业银行,1
31309,'钢铁板块昨日卷土重来，作为此前周期行情中的重要领涨股，韶钢松山昨日再度受到机构投资者青睐，成为机构资金抢筹的重点,韶钢松山,1
31313,中国建筑最受主力资金青睐，流入11.78亿元，、、、、等获得主力资金流入超5亿元,中国建筑,1
31320,、、ST华菱涨逾、、、、等多股均纷纷上涨,ST华菱,1
31333,酒鬼酒再度上涨，带动白酒股涨幅居前，酒鬼酒，涨逾4%，，，涨逾3%，，涨逾2%,酒鬼酒,1
31345,博云新材作为大飞机刹车系统的独家供应商，将受益于大飞机主题热度提升,博云新材,1
31359,第四个逻辑则是，外资抄底，比如中国平安成为近一个月内海外资金最为关注的金融个股，从沪股通成交数据就能看出，等个股也在列,中国平安,1
31361,如券商板块的、等大型券商股票，以及国元证券、第一创业等近日就放量明显,国元证券,1
31381,公司结合国家大力提倡的“互联网+”智慧能源发展思路，已经实现了三大业务板块的相互融合，在能源互联网领域已具备一定的先发优势,智慧能源,1
31388,午后，海南板块快速走强，截止发稿，海汽集团强势涨停，涨9.84%，涨6.01%，，，，等股涨超3%,海汽集团,1
31393,同时，机构纷纷上调茅台目标价，天风证券和中银国际分别将贵州茅台目标价上调至800元和750元，中泰证券表示，2020年茅台净利润有望达到550亿元以上，届时市值也有望突破1.4万亿,贵州茅台,1
31436,但，对于老板电器的未来业绩增长预期，仍需有待观察，而近期市场价格的大幅波动，也给予了老板电器一定的警示,老板电器,1
31443,老名酒中茅台渠道利润最为丰厚，但门槛较高，量有限；五粮液渠道利润较为薄弱；老窖经销商队伍扩充较快,五粮液,1
31458,工商银行H股今年以来涨幅40%、汇丰控股涨幅超过35%,工商银行,1
31462,当时的中国平安因估值低廉、流动性高，成为机构临时调仓的去处而表现一度强势,中国平安,1
31474,对应目前PEV1.3左右的水平，2倍PEV的中国平安二级市场价格将达到110元左右，对应的市值超过2万亿,中国平安,1
31476,“在A股市场上，保险股上涨是联动的，彼此差距不会很大，但港股市场上中国平安的涨幅大幅领先于其他内地险企，可能在国际资金看来，中国平安是最有希望脱颖而出，成为全球龙头的,中国平安,1
31485,成长能力方面，主板制造业的欧派家居净利润增速最高，为95.36%,欧派家居,1
31486,盈利能力方面，主板制造业的欧派家居ROE最高，为39.45%,欧派家居,1
31499,眼下正在进行的重要自贸区谈判有5个、双边投资协定谈判有2个，它们各自所涉及的经济规模都超过10万亿美元，其中“跨太平洋伙伴关系”(TPP)谈判有望在2014年结束,太平洋,1
31506,一言以蔽之，从2017年11月30日的股东大会开始，梅雁吉祥的管理层就正式与恒大系仲勤投资决裂，1个月后，烟台中睿悄然入场,梅雁吉祥,1
31513,目前梅雁吉祥管理层想通过员工持股计划拿下实控权，与恒大方面出现嫌隙，那中睿系是否为管理层请来的救兵呢,梅雁吉祥,1
31529,有通信行业告诉《证券日报》记者，昨日中兴通讯A股股价上涨是在补涨,中兴通讯,1
31537,不仅是技术，中兴通讯从产业、技术和市场三个维度引领，物联网技术领先助力卡位，全球份额持续提升,中兴通讯,1
31539,吉比特今天是否会超越茅台，成为新一代“股王”,吉比特,1
31557,根据公开资料，2013年11月，北八道集团前身以9650万元的价格，竞得上海市外高桥保税区新发展有限公司自贸区工业仓储1万余平方米的土地使用权,外高桥,1
31558,多位受访人士对记者表示，拥有外高桥两栋大楼的北八道集团之前一直被外界认为只是做坐地收租的生意,外高桥,1
31570,伊戈尔电气坚持以市场为导向，以客户为中心，在中国北京、上海、日本、美国、德国、孟加拉、巴基斯坦分别设有驻外机构，在全球范围内围绕着有价值的客户群，建立并发展着互惠互利的良好合作关系,伊戈尔,1
31582,国信证券：关注三条主线国信证券表示，在宏观经济总体保持稳定的背景下，由经济衰退造成的上市公司净资产收益率大幅下行可能性很小，在行业集中度不断提升的过程中，行业优势企业有望保持持续稳定较高的净资产收益率，A股市场由价值投资驱动的结构性慢牛行情将进一步延续,国信证券,1
31588,受益于新型电子屏幕上线，并打破韩国垄断，业绩大幅增长的影响，京东方A股价年内实现翻倍，自9月中旬，成为多家券商投研机构推荐的蓝筹股,京东方,1
31622,'国信证券周炳林中国经济长期有机会的原因在经济发展阶段仍较低，中国人均GDP目前约1万国际元，仍仅为美国30%，虽很多国家达到1万国际元时，都出现了增速不同程度的放缓，但彼时全球经济天花板低于目前很多，日本人均达到1万国际元时，最发达的美国仅为1.4万，学习模仿空间所剩无几，而当前，美日欧等最发达经济体人均GDP接近4万国际元，从相对位置上看，中国仍处于赶超期,国信证券,1
31640,就行业分布来看，今日新高个股主要是得益于化工板块集中发力，有6只化工股今日创下历史新高，其中中国巨石从2017年以来累计上涨123.63%，是涨幅最高的化工板块,中国巨石,1
31654,三季度，万华化学同样获得险资大举增持，从二季度末的2000万股增仓到3294.67万股，流通股占比提升至1.27%,万华化学,1
31665,经过80年的发展，连云港港已经从一个名不见经传的黄海渔村，发展成为现在的新亚欧大陆桥东方桥头堡、中国中西部乃至中亚诸国最便捷经济的进出海口岸、中国沿海25个主枢纽港和长三角港口群三大主体港区之一,连云港,1
31705,”交通银行首席经济学家连平则建议，未来应努力引导银行理性经营，合理放贷,交通银行,1
31720,6月20日，上海银行间市场隔夜拆借利率大幅上涨578.4个基点达到13.44%，银行间7天质押回购利率最高达到18%，为近10年来最高水平,上海银行,1
31734,受此影响，价格将随原油价格上涨而上涨，利好炼油企业及成品油销售企业，建议重点关注中国石化、、,中国石化,1
31735,优先推荐油价弹性标的(推荐：、中国石化)，看好低估值(子)行业龙头和二线白马(推荐：中国石化、),中国石化,1
31736,鉴于此，交通银行金研中心预计，1月份CPI同比涨幅可能在1.8%左右，连续两个月回升之后出现暂时回调,交通银行,1
31755,中国银河和财通证券的解禁规模也较高，均分两次进行解禁，合计解禁股数分别达到58.46亿股和32.3亿股，涉及市值分别为735.46亿元和664.09亿元,中国银河,1
31756,据券商中国记者统计，两市共有32只个股已经跌破上市首日收盘价，其中有16股的跌幅超过10%，5股跌幅超过20%，三角轮胎、、和等4只个股跌幅超过25%，分别达到28.11%、27.64%、27.23%和26.23%,三角轮胎,1
31763,2014年，中国电影票房有望冲刺300亿元大关,中国电影,1
31766,广发证券陈福团队认为，若成功纳入，券商A股将得以在引入资金中分羹，境外资金流入或有助提升市场情绪，带来短线利好冲击,广发证券,1
31767,个股上建议关注自营业绩弹性较大的东方证券,东方证券,1
31810,12月上旬，万科股价开始上涨，前海人寿第三次举牌，虽然这一次举牌的股价成本增多了一些，但放在当下，宝能系还是捡了个大便宜,万科,1
31811,2006年，民生银行迎来第一次股东之战，董文标当选董事长，“希望系”刘永好落选,民生银行,1
31813,之后，在2007年6月底通过定向增发，曾短暂成为当时民生银行单一最大股东,民生银行,1
31815,今年上半年以来，万华化学业绩表现靓丽，业绩上涨了255.35%，这一阶段，公司股价涨幅较大，涨幅达到了93.72%,万华化学,1
31816,此外，的股东人数环比增加了12.43%，丰华股份的股东人数环比增加了10.85%,丰华股份,1
31817,自6月份以来，云海金属的股价就进入到了上升通道之中，从7块多上涨到了14元以上，不过最近几个交易日，公司股价出现了调整,云海金属,1
31837,如片仔癀2016年实现净利润5.36亿，同比增14.88%,片仔癀,1
31840,截至昨日收盘，贵州茅台总市值已经达到5083.20亿元，超过成为A股第六大市值的个股,贵州茅台,1
31859,值得一提的是，珈伟股份还默默的提高了现金分红比例,珈伟股份,1
31869,此外，昨日有消息称，奥马电器公司高层通过自有资金于2月26日通过集中竞价交易方式买入公司股票3.5万股，成交均价为21.065元/股,奥马电器,1
31870,我现在可以肯定中国银行的敌人一定不是中国，就是未来击败这些大家伙的人，都不在你的视野中，所有都被击穿掉了,中国银行,1
31880,此外，从*ST新亿的股权结构来看，也不利于重整的推进,ST新亿,1
31907,盘后公开数据显示，方大炭素股价巨震背后，伴随着多个活跃游资席位重金“对垒”，甚至吸引了北上资金的参与,方大炭素,1
31913,金隅股份更是以152亿元的天量成交，成为两市第一大成交额个股，并且两市成交额前9大个股均为雄安概念股,金隅股份,1
31926,11日至12日，西部牧业放量明显，相较此前1%左右的换手率，两日平均换手率高达8.84%,西部牧业,1
31929,'李翔近日上海银行间同业拆借利率(Shibor)剧烈飙升，6月20日上海银行间利率今日几近全线上涨，隔夜利率大幅飙升超过500个基点，利率首次超过10%，达到13.4440%，创下该数值历史新高；此外，一周利率亦首次突破10%，大涨近300个基点，达到11.0040%，亦创下历史新高,上海银行,1
31952,最近1个月，上述低估值绩优白马股普遍受到机构追捧，给予“买入”或“增持”等看好评级，其中，、、、、、上汽集团、、等8只个股最新收盘价相对于机构预测目标价涨幅均超50%，分别为：76.47%、67.62%、65.25%、61.25%、54.83%、52.18%、51.73%、50.33%,上汽集团,1
31953,集团公司副总经理姜正新透露，今年中国联通启动千兆无线网络及高铁影院建设，目前已在北京、上海、广州、成都、海口等20多个城市实现商用,中国联通,1
31961,同时，根据各银行近期发布的业绩快报显示，已发布业绩预告的16家银行中14家归母净利润增速超过16年，部分城商行如南京银行、、等业绩改善明显,南京银行,1
31973,第二个是中国银行业的高利润来自于政策保护，来自于竞争的不充分，都认为中国的银行业利差过大，在利率市场化之后，一定会有一个急剧下降，同时大家也都认为中国企业的坏帐很多，目前银行的坏帐没有反应，远远低于他实际的情况，这是市场方面的一些叫popular（流行）的看法,中国银行,1
